npc_id,query_index,utterance,submitted_at,received_at,elapsed_ms,ok,error,response_chars
initiate_joren,54,How long have you been here?,1777937250.7854044,1777937251.254124,468.71919999830425,True,,95
initiate_joren,55,Tell me about your village.,1777937251.254145,1777937251.9449441,690.7984999706969,True,,171
initiate_joren,56,What weapons do you train with?,1777937251.9449687,1777937252.686049,741.0797000047751,True,,192
initiate_joren,57,What's the daily routine?,1777937252.6860704,1777937253.5143266,828.2556000049226,True,,271
initiate_joren,58,What do the squires think of you?,1777937253.5143492,1777937254.296512,782.1619999594986,True,,199
initiate_joren,59,Are you nervous about the spring exam?,1777937254.2965648,1777937254.916408,619.8427000199445,True,,146
initiate_joren,60,What's the best part of your day?,1777937254.9164302,1777937255.7616525,845.2214000280946,True,,233
initiate_joren,61,Tell me about yourself.,1777937255.7616875,1777937256.517326,755.637799971737,True,,184
initiate_joren,62,What's training like?,1777937256.5173643,1777937257.1658697,648.5044000437483,True,,160
initiate_joren,63,What do you do at St Damson's?,1777937257.165931,1777937257.7276726,561.7410000413656,True,,119
initiate_joren,64,How long have you been here?,1777937257.7276974,1777937258.4284887,700.7897000294179,True,,164
initiate_joren,65,Tell me about your village.,1777937258.4285364,1777937259.2164829,787.9456000518985,True,,199
initiate_joren,66,What weapons do you train with?,1777937259.2165408,1777937259.7453928,528.8511000107974,True,,124
initiate_joren,67,What's the daily routine?,1777937259.7454164,1777937260.530413,784.9950000527315,True,,241
initiate_joren,68,What do the squires think of you?,1777937260.5304744,1777937261.4201083,889.6326000103727,True,,257
initiate_joren,69,Are you nervous about the spring exam?,1777937261.4201384,1777937262.0767915,656.6520999767818,True,,144
initiate_joren,70,What's the best part of your day?,1777937262.0768526,1777937262.7010381,624.1844000178389,True,,142
initiate_joren,71,Tell me about yourself.,1777937262.7010622,1777937263.535939,834.8756000050344,True,,217
initiate_joren,72,What's training like?,1777937263.5359676,1777937264.4228816,886.9125999626704,True,,265
initiate_joren,73,What do you do at St Damson's?,1777937264.4229107,1777937264.911756,488.84490004274994,True,,101
initiate_joren,74,How long have you been here?,1777937264.9117773,1777937265.622802,711.0238999594003,True,,163
initiate_joren,75,Tell me about your village.,1777937265.622826,1777937266.427198,804.371100035496,True,,188
initiate_joren,76,What weapons do you train with?,1777937266.4272213,1777937267.021626,594.4041000329889,True,,148
initiate_joren,77,What's the daily routine?,1777937267.0216827,1777937267.6320472,610.3636000188999,True,,158
initiate_joren,78,What do the squires think of you?,1777937267.632071,1777937268.3230226,690.9511999692768,True,,188
initiate_joren,79,Are you nervous about the spring exam?,1777937268.3230493,1777937268.895836,572.7864999789745,True,,124
initiate_joren,80,What's the best part of your day?,1777937268.8958611,1777937269.9349742,1039.1118999687023,True,,311
initiate_joren,81,Tell me about yourself.,1777937269.9349992,1777937270.744757,809.7567000077106,True,,193
initiate_joren,82,What's training like?,1777937270.744785,1777937271.3788884,634.1026999871247,True,,165
initiate_joren,83,What do you do at St Damson's?,1777937271.3789139,1777937272.0014958,622.5811999756843,True,,147
initiate_joren,84,How long have you been here?,1777937272.0015185,1777937272.5562053,554.6859999885783,True,,112
initiate_joren,85,Tell me about your village.,1777937272.5562408,1777937273.4558518,899.6099999640137,True,,239
initiate_joren,86,What weapons do you train with?,1777937273.4558766,1777937274.0683832,612.5061999773607,True,,141
initiate_joren,87,What's the daily routine?,1777937274.0684106,1777937274.5737722,505.360999959521,True,,123
initiate_joren,88,What do the squires think of you?,1777937274.573796,1777937275.3035474,729.749999998603,True,,197
initiate_joren,89,Are you nervous about the spring exam?,1777937275.303586,1777937275.8762598,572.6730999886058,True,,132
initiate_joren,90,What's the best part of your day?,1777937275.876281,1777937276.7324886,856.2073000357486,True,,258
initiate_joren,91,Tell me about yourself.,1777937276.7325106,1777937277.6519053,919.3937999662012,True,,237
initiate_joren,92,What's training like?,1777937277.6519644,1777937278.2775967,625.6314000347629,True,,156
initiate_joren,93,What do you do at St Damson's?,1777937278.2776308,1777937278.9637547,686.1231999937445,True,,174
initiate_joren,94,How long have you been here?,1777937278.963777,1777937279.490658,526.8807000247762,True,,113
initiate_joren,95,Tell me about your village.,1777937279.4906816,1777937280.1042836,613.600899989251,True,,126
initiate_joren,96,What weapons do you train with?,1777937280.1043177,1777937281.0871322,982.8139000455849,True,,229
initiate_joren,97,What's the daily routine?,1777937281.0871565,1777937281.8650897,777.932700002566,True,,220
initiate_joren,98,What do the squires think of you?,1777937281.8651147,1777937282.5019114,636.7961000069045,True,,150
initiate_joren,99,Are you nervous about the spring exam?,1777937282.5019503,1777937283.182941,680.990099965129,True,,157
initiate_joren,100,What's the best part of your day?,1777937283.1829634,1777937283.762587,579.6233000000939,True,,131
initiate_joren,101,Tell me about yourself.,1777937283.762814,1777937284.6587555,895.9410999668762,True,,230
initiate_joren,102,What's training like?,1777937284.658778,1777937285.463241,804.4630000367761,True,,212
initiate_joren,103,What do you do at St Damson's?,1777937285.463277,1777937286.0084991,545.2215999830514,True,,98
initiate_joren,104,How long have you been here?,1777937286.0085459,1777937286.4362895,427.7431999798864,True,,81
initiate_joren,105,Tell me about your village.,1777937286.4363108,1777937287.0848553,648.5435000504367,True,,126
initiate_joren,106,What weapons do you train with?,1777937287.0849001,1777937287.765978,681.0770999873057,True,,156
initiate_joren,107,What's the daily routine?,1777937287.7660022,1777937288.9194465,1153.4417999791913,True,,220
initiate_joren,108,What do the squires think of you?,1777937288.9195826,1777937289.8924654,972.881099965889,True,,145
initiate_joren,109,Are you nervous about the spring exam?,1777937289.8925006,1777937290.7520156,859.5137000083923,True,,154
initiate_joren,110,What's the best part of your day?,1777937290.7520647,1777937291.926073,1174.0073999972083,True,,249
initiate_joren,111,Tell me about yourself.,1777937291.9261122,1777937292.9289227,1002.8091999702156,True,,164
initiate_joren,112,What's training like?,1777937292.9289556,1777937293.863584,934.6274999552406,True,,184
initiate_joren,113,What do you do at St Damson's?,1777937293.863627,1777937294.6993244,835.6963999685831,True,,145
initiate_joren,114,How long have you been here?,1777937294.6993618,1777937295.4354637,736.1009999876842,True,,124
initiate_joren,115,Tell me about your village.,1777937295.435495,1777937296.3129613,877.4657000321895,True,,178
initiate_joren,116,What weapons do you train with?,1777937296.3130007,1777937297.139083,826.0816000401974,True,,156
initiate_joren,117,What's the daily routine?,1777937297.1391196,1777937298.0738666,934.7458999836817,True,,219
initiate_joren,118,What do the squires think of you?,1777937298.0739026,1777937298.9161859,842.2824000008404,True,,185
initiate_joren,119,Are you nervous about the spring exam?,1777937298.916223,1777937299.7003593,784.135400026571,True,,164
initiate_joren,120,What's the best part of your day?,1777937299.7004013,1777937300.482528,782.1260000346228,True,,156
initiate_joren,121,Tell me about yourself.,1777937300.4825659,1777937301.4227881,940.2211999986321,True,,189
initiate_joren,122,What's training like?,1777937301.4228246,1777937302.3898368,967.0110999722965,True,,220
initiate_joren,123,What do you do at St Damson's?,1777937302.3898735,1777937303.2933583,903.484100010246,True,,195
initiate_joren,124,How long have you been here?,1777937303.2934031,1777937303.990616,697.2120000282302,True,,119
initiate_joren,125,Tell me about your village.,1777937303.9906516,1777937304.6848192,694.1668000072241,True,,106
initiate_joren,126,What weapons do you train with?,1777937304.6848564,1777937305.4340785,749.221200007014,True,,142
initiate_joren,127,What's the daily routine?,1777937305.4341123,1777937306.2130368,778.9237999822944,True,,149
initiate_joren,128,What do the squires think of you?,1777937306.2130735,1777937307.104965,891.8905000318773,True,,197
initiate_joren,129,Are you nervous about the spring exam?,1777937307.1050239,1777937308.0347173,929.6926999813877,True,,218
initiate_joren,130,What's the best part of your day?,1777937308.0347564,1777937308.8423085,807.5506000313908,True,,162
initiate_joren,131,Tell me about yourself.,1777937308.842368,1777937309.7583206,915.9515999490395,True,,193
initiate_joren,132,What's training like?,1777937309.7583609,1777937310.6957772,937.4151999945752,True,,244
initiate_joren,133,What do you do at St Damson's?,1777937310.695856,1777937311.3758519,679.994500009343,True,,131
initiate_joren,134,How long have you been here?,1777937311.3758917,1777937311.9860902,610.197700036224,True,,77
initiate_joren,135,Tell me about your village.,1777937311.9861622,1777937312.7300503,743.8871000194922,True,,134
initiate_joren,136,What weapons do you train with?,1777937312.7301004,1777937313.4955506,765.4493000009097,True,,143
initiate_joren,137,What's the daily routine?,1777937313.4955895,1777937314.3181963,822.6059000007808,True,,206
initiate_joren,138,What do the squires think of you?,1777937314.3182335,1777937315.3276598,1009.4255000003614,True,,222
initiate_joren,139,Are you nervous about the spring exam?,1777937315.327698,1777937316.0031354,675.4364999942482,True,,113
initiate_joren,140,What's the best part of your day?,1777937316.003173,1777937316.9335153,930.3412999724969,True,,195
initiate_joren,141,Tell me about yourself.,1777937316.9335535,1777937317.9671261,1033.5716999834403,True,,196
initiate_joren,142,What's training like?,1777937317.9671674,1777937318.8272693,860.1007999968715,True,,182
initiate_joren,143,What do you do at St Damson's?,1777937318.82731,1777937319.663538,836.2269000499509,True,,201
initiate_joren,144,How long have you been here?,1777937319.6635778,1777937320.2811902,617.6116000278853,True,,84
initiate_joren,145,Tell me about your village.,1777937320.281226,1777937321.0500903,768.8633999787271,True,,129
initiate_joren,146,What weapons do you train with?,1777937321.0501285,1777937321.7163804,666.2514000199735,True,,112
initiate_joren,147,What's the daily routine?,1777937321.7164166,1777937322.4377556,721.3382000336424,True,,137
initiate_joren,148,What do the squires think of you?,1777937322.4377944,1777937323.3505762,912.7803000155836,True,,207
initiate_joren,149,Are you nervous about the spring exam?,1777937323.3506298,1777937324.281894,931.2633000081405,True,,207
initiate_joren,150,What's the best part of your day?,1777937324.2819335,1777937325.1921964,910.2617000462487,True,,212
initiate_joren,151,Tell me about yourself.,1777937325.1925082,1777937326.1195889,927.0794999902137,True,,191
initiate_joren,152,What's training like?,1777937326.1196258,1777937326.8765826,756.9560999982059,True,,164
initiate_joren,153,What do you do at St Damson's?,1777937326.8766263,1777937327.7111154,834.487900021486,True,,174
initiate_joren,154,How long have you been here?,1777937327.7111502,1777937328.3403158,629.1647999896668,True,,90
initiate_joren,155,Tell me about your village.,1777937328.340355,1777937329.0744817,734.1256000217982,True,,112
initiate_joren,156,What weapons do you train with?,1777937329.0745418,1777937329.930683,856.1402999912389,True,,186
initiate_joren,157,What's the daily routine?,1777937329.9307203,1777937330.8347292,904.0079999831505,True,,210
initiate_joren,158,What do the squires think of you?,1777937330.834766,1777937331.7467997,912.0325000258163,True,,189
initiate_joren,159,Are you nervous about the spring exam?,1777937331.7468433,1777937332.6177046,870.8603999693878,True,,162
initiate_joren,160,What's the best part of your day?,1777937332.6177437,1777937333.66667,1048.9257000153884,True,,241
initiate_joren,161,Tell me about yourself.,1777937333.666707,1777937334.5538685,887.160699989181,True,,176
initiate_joren,162,What's training like?,1777937334.5539012,1777937335.493641,939.7387999924831,True,,194
initiate_joren,163,What do you do at St Damson's?,1777937335.4936767,1777937336.1990483,705.3707999875769,True,,125
initiate_joren,164,How long have you been here?,1777937336.1990814,1777937336.8922272,693.1447999668308,True,,95
initiate_joren,165,Tell me about your village.,1777937336.8922637,1777937337.6036499,711.3854000344872,True,,120
initiate_joren,166,What weapons do you train with?,1777937337.6036863,1777937338.4162972,812.6097000204027,True,,156
initiate_joren,167,What's the daily routine?,1777937338.4163356,1777937339.2041228,787.7866000053473,True,,171
initiate_joren,168,What do the squires think of you?,1777937339.2041595,1777937339.9259672,721.8065000488423,True,,116
initiate_joren,169,Are you nervous about the spring exam?,1777937339.9260056,1777937340.7000368,774.0301000303589,True,,113
initiate_joren,170,What's the best part of your day?,1777937340.7000723,1777937341.5884292,888.3560000103898,True,,185
initiate_joren,171,Tell me about yourself.,1777937341.5884688,1777937342.6181312,1029.6615000115708,True,,210
initiate_joren,172,What's training like?,1777937342.618171,1777937343.4837275,865.5557000311092,True,,181
initiate_joren,173,What do you do at St Damson's?,1777937343.4837658,1777937344.2946343,810.8675999683328,True,,150
initiate_joren,174,How long have you been here?,1777937344.2946715,1777937344.9939823,699.3095999932848,True,,95
initiate_joren,175,Tell me about your village.,1777937344.994021,1777937345.8163788,822.3572000279091,True,,135
initiate_joren,176,What weapons do you train with?,1777937345.816418,1777937346.6272895,810.8701999881305,True,,168
initiate_joren,177,What's the daily routine?,1777937346.6273263,1777937347.5042975,876.9702999852598,True,,202
initiate_joren,178,What do the squires think of you?,1777937347.5043356,1777937348.5177908,1013.454100000672,True,,218
initiate_joren,179,Are you nervous about the spring exam?,1777937348.5178277,1777937349.3744216,856.5925000002608,True,,173
initiate_joren,180,What's the best part of your day?,1777937349.3744552,1777937350.1793447,804.8883000155911,True,,180
initiate_joren,181,Tell me about yourself.,1777937350.179393,1777937351.1652923,985.8981000143103,True,,156
initiate_joren,182,What's training like?,1777937351.165328,1777937352.0749922,909.663200029172,True,,209
initiate_joren,183,What do you do at St Damson's?,1777937352.0750341,1777937353.0246248,949.5902000344358,True,,160
initiate_joren,184,How long have you been here?,1777937353.0246623,1777937353.6837847,659.1213999781758,True,,100
initiate_joren,185,Tell me about your village.,1777937353.6838233,1777937354.5694063,885.5819000164047,True,,149
initiate_joren,186,What weapons do you train with?,1777937354.5694416,1777937355.3495402,780.0978999584913,True,,155
initiate_joren,187,What's the daily routine?,1777937355.3495777,1777937356.3085713,958.9927000342868,True,,235
initiate_joren,188,What do the squires think of you?,1777937356.3086116,1777937357.3069983,998.3859999920242,True,,218
initiate_joren,189,Are you nervous about the spring exam?,1777937357.3070357,1777937358.2736475,966.6109999525361,True,,219
initiate_joren,190,What's the best part of your day?,1777937358.2736847,1777937359.2717726,998.0867000413127,True,,222
initiate_joren,191,Tell me about yourself.,1777937359.271815,1777937360.2813427,1009.5260000089183,True,,212
initiate_joren,192,What's training like?,1777937360.2814093,1777937361.2431753,961.7647000122815,True,,176
initiate_joren,193,What do you do at St Damson's?,1777937361.2432137,1777937362.1302197,887.0050999685191,True,,134
initiate_joren,194,How long have you been here?,1777937362.1302588,1777937362.968153,837.8934999927878,True,,121
initiate_joren,195,Tell me about your village.,1777937362.9681923,1777937364.2402215,1272.0266999676824,True,,173
initiate_joren,196,What weapons do you train with?,1777937364.2404053,1777937365.3180568,1077.6486999820918,True,,172
initiate_joren,197,What's the daily routine?,1777937365.3181572,1777937366.4570282,1138.8694999623112,True,,202
initiate_joren,198,What do the squires think of you?,1777937366.457074,1777937367.5642705,1107.1943999850191,True,,151
initiate_joren,199,Are you nervous about the spring exam?,1777937367.5643954,1777937368.575386,1010.9887999715284,True,,137
initiate_joren,200,What's the best part of your day?,1777937368.5754364,1777937369.9686317,1393.1939999456517,True,,208
initiate_joren,201,Tell me about yourself.,1777937369.9690409,1777937371.119644,1150.601600005757,True,,148
initiate_joren,202,What's training like?,1777937371.1196864,1777937371.9906135,870.9262000047602,True,,126
initiate_joren,203,What do you do at St Damson's?,1777937371.9906526,1777937373.170814,1180.1598999882117,True,,166
initiate_joren,204,How long have you been here?,1777937373.1708734,1777937374.0145903,843.7156999716535,True,,103
initiate_joren,205,Tell me about your village.,1777937374.01465,1777937374.9994729,984.8217000253499,True,,139
initiate_joren,206,What weapons do you train with?,1777937374.9995112,1777937375.8135383,814.0257999766618,True,,90
initiate_joren,207,What's the daily routine?,1777937375.8135972,1777937376.7369099,923.3112999936566,True,,162
initiate_joren,208,What do the squires think of you?,1777937376.7369485,1777937377.616087,879.1378000169061,True,,132
initiate_joren,209,Are you nervous about the spring exam?,1777937377.6161244,1777937378.6534424,1037.316199974157,True,,167
initiate_joren,210,What's the best part of your day?,1777937378.6535022,1777937379.9814973,1327.9934999882244,True,,237
initiate_joren,211,Tell me about yourself.,1777937379.9815888,1777937381.3476956,1366.1054000258446,True,,264
initiate_joren,212,What's training like?,1777937381.347734,1777937382.5310798,1183.3441999624483,True,,199
initiate_joren,213,What do you do at St Damson's?,1777937382.5311482,1777937383.3446743,813.5246000019833,True,,120
initiate_joren,214,How long have you been here?,1777937383.3447192,1777937384.2873619,942.6415999769233,True,,131
initiate_joren,215,Tell me about your village.,1777937384.2874103,1777937385.4295285,1142.1173000126146,True,,130
initiate_joren,216,What weapons do you train with?,1777937385.4295695,1777937386.4894946,1059.9236999987625,True,,153
initiate_joren,217,What's the daily routine?,1777937386.4895341,1777937387.528592,1039.0563000109978,True,,187
initiate_joren,218,What do the squires think of you?,1777937387.528659,1777937388.542101,1013.4403999545611,True,,152
initiate_joren,219,Are you nervous about the spring exam?,1777937388.5421407,1777937389.5840874,1041.9453000067733,True,,206
initiate_joren,220,What's the best part of your day?,1777937389.584151,1777937390.5114458,927.2930000443012,True,,165
initiate_joren,221,Tell me about yourself.,1777937390.5115173,1777937391.6710548,1159.536199993454,True,,198
initiate_joren,222,What's training like?,1777937391.671116,1777937392.5735493,902.4324000347406,True,,139
initiate_joren,223,What do you do at St Damson's?,1777937392.5735855,1777937393.5088487,935.2625999599695,True,,147
initiate_joren,224,How long have you been here?,1777937393.508888,1777937394.5789464,1070.0570000335574,True,,144
initiate_joren,225,Tell me about your village.,1777937394.5790038,1777937395.8648114,1285.8056999975815,True,,219
initiate_joren,226,What weapons do you train with?,1777937395.8648891,1777937396.7705188,905.6278000352904,True,,128
initiate_joren,227,What's the daily routine?,1777937396.770589,1777937397.7210128,950.4222000250593,True,,155
initiate_joren,228,What do the squires think of you?,1777937397.7210584,1777937398.944191,1223.13130000839,True,,220
initiate_joren,229,Are you nervous about the spring exam?,1777937398.944266,1777937400.0161557,1071.8885000096634,True,,166
initiate_joren,230,What's the best part of your day?,1777937400.0161939,1777937401.1179132,1101.7182000214234,True,,170
initiate_joren,231,Tell me about yourself.,1777937401.117978,1777937402.3286517,1210.6721000163816,True,,194
initiate_joren,232,What's training like?,1777937402.328691,1777937403.468741,1140.0487999781035,True,,188
initiate_joren,233,What do you do at St Damson's?,1777937403.468779,1777937404.6259823,1157.2017000289634,True,,203
initiate_joren,234,How long have you been here?,1777937404.626061,1777937405.731593,1105.529699998442,True,,159
initiate_joren,235,Tell me about your village.,1777937405.7316687,1777937406.8633997,1131.7287000129,True,,137
initiate_joren,236,What weapons do you train with?,1777937406.8634746,1777937408.0057325,1142.2562000225298,True,,180
initiate_joren,237,What's the daily routine?,1777937408.0057955,1777937409.1592014,1153.404299984686,True,,217
initiate_joren,238,What do the squires think of you?,1777937409.1592746,1777937410.1942532,1034.9775000358932,True,,172
initiate_joren,239,Are you nervous about the spring exam?,1777937410.194289,1777937411.1362221,941.9322999892756,True,,134
initiate_joren,240,What's the best part of your day?,1777937411.1362615,1777937412.292957,1156.6947999526747,True,,210
initiate_joren,241,Tell me about yourself.,1777937412.2929997,1777937413.2953436,1002.3418999626301,True,,139
initiate_joren,242,What's training like?,1777937413.295453,1777937414.267135,971.6798000154085,True,,183
initiate_joren,243,What do you do at St Damson's?,1777937414.267201,1777937415.1941357,926.9331999821588,True,,153
initiate_joren,244,How long have you been here?,1777937415.1941729,1777937416.2849548,1090.7811999786645,True,,119
initiate_joren,245,Tell me about your village.,1777937416.2849922,1777937417.3490245,1064.0315000200644,True,,191
initiate_joren,246,What weapons do you train with?,1777937417.3490627,1777937418.3439672,994.9035000172444,True,,155
initiate_joren,247,What's the daily routine?,1777937418.3440042,1777937419.4781797,1134.1738000046462,True,,187
initiate_joren,248,What do the squires think of you?,1777937419.478252,1777937420.439659,961.4053000113927,True,,160
initiate_joren,249,Are you nervous about the spring exam?,1777937420.4397159,1777937421.566656,1126.9384999759495,True,,210
initiate_joren,250,What's the best part of your day?,1777937421.566726,1777937422.722252,1155.5248000076972,True,,241
initiate_joren,251,Tell me about yourself.,1777937422.722496,1777937423.8622031,1139.7042999742553,True,,181
initiate_joren,252,What's training like?,1777937423.8623114,1777937425.052047,1189.7335999528877,True,,191
initiate_joren,253,What do you do at St Damson's?,1777937425.052128,1777937426.1789837,1126.854399975855,True,,175
initiate_joren,254,How long have you been here?,1777937426.179022,1777937427.2387588,1059.7355000209063,True,,154
initiate_joren,255,Tell me about your village.,1777937427.2388208,1777937428.1457076,906.8853000062518,True,,137
initiate_joren,256,What weapons do you train with?,1777937428.1457725,1777937429.1279626,982.1879000519402,True,,172
initiate_joren,257,What's the daily routine?,1777937429.1280668,1777937430.162515,1034.4464999507181,True,,161
initiate_joren,258,What do the squires think of you?,1777937430.162568,1777937431.380632,1218.061099993065,True,,225
initiate_joren,259,Are you nervous about the spring exam?,1777937431.3807447,1777937432.4422822,1061.534800042864,True,,160
initiate_joren,260,What's the best part of your day?,1777937432.442394,1777937433.3644779,922.0821999479085,True,,142
initiate_joren,261,Tell me about yourself.,1777937433.3645222,1777937434.6482384,1283.7133000139147,True,,182
initiate_joren,262,What's training like?,1777937434.6483653,1777937435.8572881,1208.921100012958,True,,214
initiate_joren,263,What do you do at St Damson's?,1777937435.8573396,1777937436.8040972,946.7549999826588,True,,143
initiate_joren,264,How long have you been here?,1777937436.804161,1777937437.7754135,971.2510000099428,True,,121
initiate_joren,265,Tell me about your village.,1777937437.7754745,1777937438.9141283,1138.6528000002727,True,,168
initiate_joren,266,What weapons do you train with?,1777937438.914168,1777937440.0335195,1119.3501999950968,True,,162
initiate_joren,267,What's the daily routine?,1777937440.0335965,1777937441.2223916,1188.7940000160597,True,,213
initiate_joren,268,What do the squires think of you?,1777937441.2224298,1777937442.1918626,969.431400008034,True,,125
initiate_joren,269,Are you nervous about the spring exam?,1777937442.1919248,1777937443.1307118,938.7841999996454,True,,97
initiate_joren,270,What's the best part of your day?,1777937443.130829,1777937444.1910298,1060.1978999911807,True,,171
initiate_joren,271,Tell me about yourself.,1777937444.191125,1777937445.2014062,1010.2787999785505,True,,121
initiate_joren,272,What's training like?,1777937445.201508,1777937446.3610501,1159.5408000284806,True,,178
initiate_joren,273,What do you do at St Damson's?,1777937446.3610861,1777937447.2630796,901.9913999945857,True,,144
initiate_joren,274,How long have you been here?,1777937447.2632802,1777937448.3227706,1059.4892999506555,True,,113
initiate_joren,275,Tell me about your village.,1777937448.322809,1777937449.3770587,1054.248800035566,True,,159
initiate_joren,276,What weapons do you train with?,1777937449.3770978,1777937450.484032,1106.933300034143,True,,170
initiate_joren,277,What's the daily routine?,1777937450.4840727,1777937451.4398062,955.7313999976031,True,,160
initiate_joren,278,What do the squires think of you?,1777937451.4399068,1777937452.3194232,879.513899970334,True,,103
initiate_joren,279,Are you nervous about the spring exam?,1777937452.3195238,1777937453.2653053,945.779700006824,True,,103
initiate_joren,280,What's the best part of your day?,1777937453.2654285,1777937454.4382427,1172.813099983614,True,,216
initiate_joren,281,Tell me about yourself.,1777937454.4383028,1777937455.4836164,1045.3120999736711,True,,146
